,Player,Pos,Age,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28
429,Dalen Terry,SG,20,CHI,3.7,0.3,0.9,.308,0.1,0.3,.250,0.2,0.6,.333,.346,0.2,0.3,.750,0.0,0.3,0.3,0.5,0.1,0.1,0.3,0.3,0.9,4.5,.407,.308,.308,0.0,8.6,4.4,16.8,0.9,3.7,21.3,15.8,-0.1,0.0,-0.1,-0.063,-5.7,-1.0,-6.7,-0.1,3191400,3350760,3510480,5399118,7661349,0
430,Cam Thomas,SG,21,BRK,13.6,2.1,5.1,.413,0.4,1.1,.387,1.7,4.0,.421,.457,1.7,2.2,.783,0.1,1.2,1.3,1.4,0.3,0.1,0.7,0.9,6.4,11.6,.526,.225,.435,1.0,9.4,5.5,14.0,1.2,0.7,10.8,22.4,0.0,0.3,0.3,.042,-2.8,-1.2,-4.0,-0.2,2138160,2240160,4041249,5993172,0,0
431,Klay Thompson,SG,32,GSW,32.2,7.5,18.0,.415,4.0,10.4,.383,3.5,7.6,.458,.525,1.7,1.9,.898,0.6,3.3,3.9,2.5,0.6,0.5,1.7,2.0,20.6,13.8,.547,.576,.106,2.2,11.0,6.7,12.1,0.9,1.4,8.2,26.7,0.2,0.7,0.9,.043,0.7,-2.0,-1.3,0.2,40600080,43219440,0,0,0,0
432,JT Thor,PF,20,CHO,10.6,1.0,2.6,.378,0.4,1.5,.268,0.6,1.2,.515,.453,0.4,0.5,.733,0.5,1.2,1.8,0.5,0.2,0.3,0.5,0.8,2.8,7.2,.484,.554,.203,5.1,12.7,8.7,5.8,1.0,2.1,13.9,13.0,-0.1,0.2,0.1,.009,-4.2,-0.8,-5.0,-0.2,1563518,1836096,1988598,0,0,0
433,Matisse Thybulle,SG,25,PHI,12.0,1.0,2.4,.410,0.5,1.4,.327,0.5,1.0,.529,.506,0.1,0.2,.500,0.3,0.9,1.2,0.5,0.8,0.3,0.1,1.2,2.5,8.8,.508,.590,.072,2.8,8.5,5.6,5.1,3.3,2.2,5.5,9.6,0.1,0.7,0.8,.086,-3.6,2.9,-0.7,0.1,4379526,6275861,0,0,0,0
434,Xavier Tillman Sr,PF,24,MEM,11.3,2.0,3.2,.616,0.1,0.4,.333,1.8,2.8,.656,.637,0.4,0.9,.429,1.3,1.6,2.9,0.6,0.6,0.3,0.4,1.0,4.4,17.9,.620,.123,.288,12.2,14.6,13.4,7.4,2.4,2.8,9.9,14.3,0.5,0.4,0.9,.175,0.5,1.5,2.0,0.3,1782621,1930681,0,0,0,0
435,Isaiah Todd,PF,21,WAS,3.3,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-3.1,.250,.750,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,-0.159,-8.0,-5.6,-13.6,0.0,1575000,1836096,1988598,0,0,0
436,Obi Toppin,PF,24,NYK,17.1,2.9,6.8,.421,1.4,3.9,.351,1.5,3.0,.514,.520,0.6,0.7,.824,0.6,3.2,3.8,1.0,0.4,0.2,0.8,1.1,7.7,12.6,.538,.567,.099,3.5,20.1,11.7,8.9,1.1,1.1,9.6,19.5,0.2,0.5,0.7,.081,-0.1,-0.3,-0.4,0.2,5348280,6803012,9170460,0,0,0
437,Juan Toscano-Anderson,SF,29,LAL,12.3,1.0,2.0,.500,0.2,0.8,.200,0.9,1.3,.680,.538,0.3,0.4,.714,0.4,1.9,2.3,0.6,0.4,0.3,0.7,1.8,2.4,6.1,.557,.375,.175,3.7,15.5,9.8,6.0,1.5,2.0,24.5,9.8,-0.1,0.3,0.1,.028,-5.3,1.3,-4.0,-0.1,2133278,0,0,0,0,0
438,Karl-Anthony Towns,PF,27,MIN,33.8,7.3,14.4,.505,1.8,5.6,.325,5.5,8.9,.618,.568,4.4,5.0,.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8,19.6,.625,.386,.343,5.7,20.7,13.5,23.6,1.1,1.8,15.7,24.9,1.4,0.8,2.2,.147,2.5,0.7,3.2,0.9,33833400,36016200,50050000,54054000,58058000,62062000
439,Gary Trent Jr,SG,24,TOR,32.4,6.4,14.4,.443,2.5,7.0,.365,3.8,7.4,.516,.532,3.1,3.8,.810,0.5,1.8,2.3,1.5,1.6,0.2,1.1,1.7,18.4,15.8,.572,.485,.266,1.6,7.0,4.1,7.3,2.5,0.6,6.4,22.6,1.4,0.9,2.3,.104,0.7,-0.3,0.4,0.6,17505000,18785000,0,0,0,0
440,PJ Tucker,PF,37,PHI,27.5,1.2,2.9,.413,0.6,1.6,.377,0.6,1.3,.458,.518,0.3,0.3,.833,1.3,3.0,4.3,0.9,0.6,0.3,0.8,2.6,3.3,4.9,.538,.560,.110,5.4,12.7,9.1,4.0,1.1,0.9,21.3,6.4,0.1,1.1,1.1,.054,-4.2,0.4,-3.8,-0.4,10490000,11014500,11539000,0,0,0
441,Myles Turner,C,26,IND,29.8,6.1,11.0,.552,1.4,3.8,.379,4.7,7.3,.642,.617,3.4,4.4,.784,1.4,6.5,7.9,1.5,0.6,2.3,1.7,3.3,17.0,19.9,.657,.342,.396,5.2,23.5,14.5,7.5,1.0,6.7,11.3,20.6,2.0,1.5,3.5,.160,1.4,1.2,2.6,1.2,18000000,0,0,0,0,0
442,Jonas Valanciunas,C,30,NOP,24.8,5.4,10.4,.519,0.6,1.8,.342,4.8,8.5,.557,.550,2.4,2.9,.842,2.9,6.8,9.6,1.8,0.4,0.5,1.9,3.1,13.8,18.7,.594,.176,.275,12.8,30.5,21.6,10.8,0.7,2.0,14.2,23.0,1.5,1.4,3.0,.143,0.0,-0.7,-0.7,0.3,14700000,15435000,0,0,0,0
443,Jarred Vanderbilt,PF,23,UTA,25.0,3.5,6.1,.563,0.4,1.1,.333,3.1,5.0,.614,.593,1.2,1.8,.689,2.5,5.7,8.1,2.9,1.1,0.2,1.5,2.6,8.5,16.4,.615,.179,.294,10.9,25.4,18.1,15.6,2.2,0.8,17.9,14.2,1.8,1.2,3.0,.141,0.1,1.4,1.5,0.9,4374000,4698000,0,0,0,0
444,Fred VanVleet,PG,28,TOR,37.1,6.0,15.8,.377,2.9,8.8,.329,3.1,7.1,.438,.468,3.8,4.3,.878,0.5,3.7,4.1,6.2,1.6,0.6,1.7,2.8,18.6,15.9,.525,.553,.275,1.3,12.0,6.3,24.9,2.1,1.5,8.8,22.4,1.5,1.1,2.6,.107,1.6,0.3,1.8,1.2,21250000,22824074,0,0,0,0
445,Devin Vassell,SG,22,SAS,31.3,7.1,16.0,.445,2.8,7.0,.404,4.3,9.0,.477,.533,2.4,3.0,.793,0.2,3.8,4.0,3.6,1.2,0.4,1.6,1.4,19.4,17.0,.562,.438,.188,0.7,13.9,7.1,17.3,1.8,1.1,8.2,25.1,1.0,0.4,1.4,.074,2.2,-1.1,1.1,0.7,4437000,5887899,8060534,0,0,0
446,Gabe Vincent,PG,26,MIA,23.7,2.9,7.6,.387,1.3,4.5,.298,1.6,3.1,.518,.475,0.8,1.0,.808,0.4,1.7,2.0,2.6,0.7,0.1,1.3,2.4,8.0,7.9,.499,.593,.127,1.7,8.5,5.0,16.1,1.5,0.5,13.6,17.2,-0.3,0.6,0.3,.025,-4.2,-0.3,-4.5,-0.4,1815677,0,0,0,0,0
447,Noah Vonleh,C,27,BOS,7.4,0.5,1.0,.458,0.0,0.2,.250,0.4,0.9,.500,.479,0.1,0.1,1.000,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,6.0,.502,.167,.083,11.7,19.1,15.4,5.1,0.6,3.9,30.7,9.1,0.0,0.2,0.2,.052,-6.8,0.3,-6.4,-0.2,2463490,0,0,0,0,0
448,Nikola Vucevic,C,32,CHI,33.3,6.7,12.9,.516,1.7,4.4,.379,5.0,8.5,.587,.580,1.8,2.2,.849,2.0,8.8,10.9,3.1,0.6,0.9,1.8,2.1,16.8,18.9,.607,.343,.167,7.0,29.8,18.5,13.7,0.9,2.6,11.5,20.6,2.2,1.6,3.8,.136,2.3,0.2,2.5,1.5,22000000,0,0,0,0,0
449,Dean Wade,PF,26,CLE,24.1,2.2,4.9,.452,1.4,3.3,.411,0.9,1.6,.536,.589,0.5,0.8,.692,0.6,3.5,4.1,1.0,0.7,0.4,0.4,2.5,6.4,9.9,.602,.667,.155,2.9,16.8,9.9,5.6,1.5,1.4,7.2,10.6,0.4,0.6,1.0,.123,-1.5,2.5,1.0,0.3,1930681,5709877,6166667,6623456,0,0
450,Franz Wagner,SF,21,ORL,33.5,7.2,14.9,.485,1.6,4.5,.351,5.7,10.5,.542,.537,4.0,4.7,.863,0.9,3.1,3.9,3.5,0.8,0.2,2.2,2.3,20.1,16.8,.591,.299,.313,3.0,10.2,6.6,17.1,1.2,0.7,11.6,24.8,1.9,0.8,2.7,.099,0.9,-1.2,-0.3,0.6,5258280,5508720,7007092,9445560,0,0
451,Moritz Wagner,C,25,ORL,25.0,4.1,8.3,.487,1.0,3.3,.302,3.1,5.0,.611,.547,2.9,3.4,.859,1.9,4.6,6.5,2.1,0.9,0.3,1.6,3.0,12.0,17.0,.612,.399,.405,8.7,20.8,14.8,12.7,1.7,1.0,13.9,19.7,0.8,0.5,1.4,.138,0.1,0.0,0.1,0.2,1878720,0,0,0,0,0
452,Ish Wainright,SF,28,PHO,14.2,1.3,3.3,.380,0.9,2.4,.386,0.3,0.9,.364,.519,0.2,0.3,.571,1.1,1.0,2.1,0.9,0.7,0.3,0.5,2.0,3.6,9.4,.524,.722,.089,8.7,8.2,8.4,7.9,2.3,1.6,11.8,11.7,0.2,0.4,0.6,.085,-2.2,1.1,-1.1,0.1,633891,1761752,0,0,0,0
453,Jabari Walker,SF,20,POR,9.0,0.9,2.1,.429,0.1,0.5,.250,0.8,1.6,.486,.459,0.4,0.6,.643,1.0,1.5,2.6,0.6,0.1,0.2,0.4,1.1,2.3,10.2,.489,.245,.286,13.4,19.0,16.2,8.6,0.7,2.1,15.3,13.7,0.1,0.2,0.3,.068,-3.1,-0.5,-3.6,-0.1,1017781,1719864,2019699,0,0,0
454,Kemba Walker,PG,32,DAL,16.0,2.7,6.3,.421,0.8,3.1,.250,1.9,3.2,.586,.482,1.9,2.3,.810,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,15.5,.543,.491,.368,2.4,10.7,6.5,20.7,0.7,1.3,5.7,22.1,0.2,0.1,0.3,.112,0.4,-0.8,-0.4,0.0,38800988,0,0,0,0,0
455,Lonnie Walker IV,SG,24,LAL,29.8,5.3,11.7,.455,2.1,5.4,.384,3.3,6.3,.515,.543,2.0,2.3,.875,0.3,2.0,2.3,1.4,0.8,0.3,1.0,1.7,14.7,12.5,.578,.460,.193,1.3,6.9,4.2,6.6,1.2,1.0,7.1,19.3,0.8,0.6,1.3,.068,-0.9,-0.8,-1.7,0.1,6479000,0,0,0,0,0
456,John Wall,PG,32,LAC,22.2,4.1,9.8,.413,1.0,3.2,.301,3.1,6.6,.467,.462,2.3,3.4,.679,0.4,2.1,2.6,5.3,0.8,0.4,2.3,1.6,11.4,14.6,.503,.327,.346,2.2,10.4,6.3,37.9,1.8,1.5,16.9,26.8,-0.2,0.8,0.6,.044,-0.2,-0.5,-0.7,0.2,47345760,6802950,0,0,0,0
457,TJ Warren,SF,29,BRK,19.9,4.1,7.7,.537,0.6,1.8,.345,3.5,5.9,.596,.577,1.0,1.1,.889,0.7,2.5,3.2,1.4,0.8,0.3,0.7,1.7,9.9,16.7,.603,.236,.146,4.2,13.6,9.2,10.1,2.0,1.4,7.8,20.0,0.5,0.4,0.9,.128,-0.3,-0.1,-0.4,0.1,2628597,0,0,0,0,0
458,Duane Washington Jr,SG,22,PHO,11.9,3.1,7.9,.395,1.2,3.5,.349,1.9,4.5,.430,.471,0.4,0.6,.600,0.0,1.1,1.1,1.8,0.2,0.0,1.0,0.5,7.8,11.7,.478,.437,.079,0.4,10.6,5.3,24.5,0.9,0.3,10.5,33.1,-0.4,0.2,-0.2,-0.042,-0.2,-2.9,-3.1,-0.1,508891,1761752,0,0,0,0
459,PJ Washington,PF,24,CHO,32.0,5.8,13.3,.434,2.0,5.6,.347,3.8,7.6,.498,.508,1.9,2.4,.798,1.1,3.6,4.7,2.3,0.9,1.1,1.5,2.7,15.3,12.9,.536,.425,.177,3.5,12.3,7.7,10.8,1.3,3.0,9.6,20.5,0.4,1.0,1.4,.053,-0.7,-0.5,-1.2,0.2,5808435,7992407,0,0,0,0
460,TyTy Washington Jr,PG,21,HOU,10.7,1.3,3.8,.348,0.3,1.8,.143,1.1,2.1,.520,.380,0.3,0.5,.500,0.1,1.3,1.3,1.3,0.4,0.0,0.3,1.2,3.2,6.5,.391,.457,.130,0.8,12.8,6.8,17.2,1.9,0.0,5.8,16.7,-0.1,0.1,0.0,-0.013,-6.6,-0.2,-6.8,-0.2,2210040,2320440,2431080,4388099,6582149,0
461,Yuta Watanabe,SF,28,BRK,18.3,2.7,4.8,.558,1.4,2.7,.527,1.2,2.0,.600,.709,0.6,0.8,.714,0.6,2.2,2.8,0.9,0.6,0.4,0.4,1.6,7.3,15.1,.716,.574,.163,4.2,12.9,8.8,6.2,1.5,1.8,8.0,13.6,1.1,0.5,1.6,.157,1.7,0.0,1.7,0.5,1968175,0,0,0,0,0
462,Lindy Waters III,SG,25,OKC,11.8,1.4,3.5,.388,1.2,3.2,.378,0.1,0.3,.500,.561,0.1,0.2,.667,0.4,1.2,1.6,0.8,0.4,0.3,0.2,0.8,4.1,11.8,.566,.918,.061,3.8,11.1,7.4,8.7,1.4,2.2,5.6,13.4,0.2,0.1,0.4,.102,0.9,-0.2,0.7,0.1,502080,0,0,0,0,0
463,Trendon Watford,PF,22,POR,16.6,1.8,3.3,.548,0.3,0.8,.348,1.5,2.5,.614,.591,1.2,1.6,.773,0.7,3.1,3.8,1.6,0.5,0.1,1.0,1.9,5.1,12.0,.641,.247,.473,4.7,20.8,12.9,13.4,1.4,0.6,19.4,13.0,0.6,0.5,1.1,.110,-2.2,1.0,-1.2,0.1,1563518,1836096,1988598,0,0,0
464,Peyton Watson,SG,20,DEN,2.5,0.5,1.5,.333,0.0,0.2,.000,0.5,1.3,.375,.333,0.0,0.0,,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0,4.3,.333,.111,.000,15.8,7.6,11.6,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,-0.124,-7.0,-7.2,-14.3,0.0,2193960,2303520,2413560,4356476,6534714,0
465,Blake Wesley,SG,19,SAS,11.5,3.0,4.5,.667,1.0,1.5,.667,2.0,3.0,.667,.778,1.0,2.0,.500,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0,20.9,.743,.333,.444,4.7,5.0,4.9,27.7,0.0,0.0,15.7,23.1,0.1,0.0,0.1,.151,3.1,-1.4,1.6,0.0,2385480,2504640,2624280,4726328,6942976,0
466,Russell Westbrook,PG,34,LAL,28.1,5.5,13.3,.411,1.1,4.0,.286,4.3,9.3,.465,.454,2.7,4.0,.678,1.1,5.3,6.4,7.9,1.0,0.5,3.6,2.4,14.8,15.6,.491,.299,.303,4.3,19.5,12.2,40.3,1.7,1.5,19.2,28.0,-0.7,1.2,0.5,.024,-0.1,0.0,-0.1,0.5,47063478,0,0,0,0,0
467,Coby White,PG,22,CHI,20.5,2.7,6.5,.418,1.6,4.4,.357,1.2,2.1,.544,.538,0.8,1.1,.765,0.2,2.3,2.5,1.8,0.7,0.1,0.8,1.7,7.8,10.9,.561,.673,.163,1.0,12.5,6.8,12.0,1.7,0.6,10.4,16.6,0.3,0.5,0.8,.062,-1.7,-0.3,-2.0,0.0,7413955,9942113,0,0,0,0
468,Derrick White,SG,28,BOS,26.2,3.4,7.5,.449,1.5,4.1,.370,1.9,3.5,.540,.548,1.7,2.0,.861,0.6,2.5,3.0,3.4,0.8,1.0,1.0,2.3,10.0,13.9,.593,.538,.262,2.4,10.2,6.4,17.3,1.4,3.0,10.6,15.6,1.7,1.2,2.9,.133,0.1,1.2,1.2,0.9,16892857,18107143,19321429,0,0,0
469,Jack White,SF,25,DEN,3.0,0.1,0.7,.167,0.0,0.2,.000,0.1,0.4,.250,.167,0.0,0.0,,0.2,0.3,0.6,0.0,0.1,0.2,0.0,0.4,0.2,2.3,.167,.333,.000,8.8,12.6,10.7,0.0,1.8,6.8,0.0,9.6,-0.1,0.0,0.0,-0.044,-8.1,-0.8,-8.9,0.0,508891,1761752,0,0,0,0
470,Aaron Wiggins,SG,24,OKC,18.4,2.4,4.8,.487,0.7,1.7,.407,1.6,3.1,.531,.560,0.9,1.1,.800,1.0,2.5,3.5,1.5,0.5,0.1,0.9,1.5,6.3,12.1,.593,.360,.233,5.8,14.6,10.1,11.2,1.2,0.6,14.5,14.1,0.6,0.5,1.1,.092,-1.2,-0.7,-1.9,0.0,1563518,1836096,1988598,0,0,0
471,Andrew Wiggins,SF,27,GSW,32.2,7.3,14.4,.505,3.0,6.8,.442,4.3,7.6,.560,.609,1.3,2.0,.644,1.5,3.6,5.0,2.2,1.3,0.7,1.4,2.9,18.8,17.2,.616,.471,.136,5.1,12.0,8.6,10.4,2.0,2.1,8.6,21.7,1.0,0.8,1.8,.119,1.9,0.0,1.8,0.7,33616770,24330357,26276786,28223215,30169644,0
472,Alondes Williams,SG,23,BRK,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,-21.1,,,,0.0,21.7,11.5,0.0,0.0,0.0,100.0,17.9,-0.1,0.0,-0.1,-0.512,-20.7,-5.3,-26.0,0.0,508891,1761752,0,0,0,0
473,Grant Williams,PF,24,BOS,27.2,3.0,5.8,.509,1.5,3.5,.428,1.5,2.3,.633,.638,1.2,1.4,.857,1.1,3.6,4.6,1.6,0.8,0.3,0.9,2.5,8.7,11.9,.671,.605,.246,4.4,14.2,9.4,7.9,1.4,0.9,12.8,11.8,1.6,1.1,2.8,.126,-0.7,0.8,0.1,0.5,4306281,6235494,0,0,0,0
474,Jalen Williams,SG,21,OKC,27.7,4.7,9.2,.509,0.8,2.6,.287,3.9,6.6,.597,.550,1.5,2.0,.746,0.8,3.0,3.8,2.8,0.9,0.5,1.6,2.5,11.6,12.8,.575,.283,.214,2.8,11.7,7.2,13.9,1.5,1.6,13.8,17.6,0.6,0.9,1.5,.075,-1.9,-0.1,-2.0,0.0,4341480,4558680,4775760,6580997,9055452,0
475,Jaylin Williams,PF,20,OKC,11.9,1.1,3.2,.343,0.3,1.1,.250,0.8,2.1,.391,.386,0.5,0.9,.600,0.8,2.7,3.5,1.1,0.5,0.1,0.5,2.1,3.0,7.8,.419,.343,.286,7.1,24.8,15.8,11.6,1.8,0.7,13.2,14.4,-0.1,0.2,0.1,.035,-5.5,0.5,-5.1,-0.1,2000000,2000000,2019699,2187699,0,0
476,Kenrich Williams,PF,28,OKC,21.6,3.1,5.7,.546,0.9,2.0,.431,2.3,3.7,.610,.623,0.4,0.8,.500,1.9,2.8,4.7,1.5,0.7,0.3,0.4,2.1,7.5,14.8,.620,.355,.131,9.0,14.1,11.5,9.6,1.4,1.0,6.7,12.5,1.5,0.6,2.1,.147,0.5,0.0,0.5,0.4,2000000,6175000,6669000,7163000,7163000,0
477,Mark Williams,C,21,CHO,13.5,2.4,4.3,.553,0.0,0.0,,2.4,4.3,.553,.553,1.5,2.2,.708,1.5,4.5,6.1,0.5,0.7,0.6,1.0,1.9,6.3,19.2,.599,.000,.511,11.5,37.4,23.7,4.9,2.5,4.2,16.0,19.0,0.1,0.3,0.4,.135,-2.2,1.0,-1.2,0.0,3722040,3908160,4094280,6276531,8774591,0
478,Patrick Williams,PF,21,CHI,29.0,3.7,8.1,.460,1.4,3.5,.413,2.3,4.7,.495,.548,1.1,1.2,.913,1.0,3.2,4.1,1.3,0.7,0.9,1.3,2.1,9.9,10.5,.577,.426,.142,3.9,12.2,8.1,6.0,1.1,2.9,13.3,15.0,0.3,1.0,1.3,.053,-1.7,-0.4,-2.1,0.0,7775400,9835881,12973527,0,0,0
479,Robert Williams,C,25,BOS,19.4,3.4,4.1,.838,0.0,0.0,,3.4,4.1,.838,.838,1.0,1.3,.750,3.1,4.6,7.7,1.2,0.6,1.3,0.9,1.7,7.9,24.9,.840,.000,.324,17.8,25.5,21.7,9.1,1.4,5.8,15.9,12.5,0.7,0.3,1.0,.285,3.0,2.0,5.0,0.3,10937502,11794644,12651786,13508928,0,0
480,Vince Williams Jr,SG,22,MEM,5.5,0.4,1.4,.273,0.1,1.0,.125,0.3,0.4,.667,.318,0.0,0.0,,0.1,0.5,0.6,0.4,0.5,0.1,0.0,0.6,0.9,6.8,.318,.727,.000,2.4,9.3,5.9,8.2,4.3,2.1,0.0,10.2,0.0,0.1,0.1,.058,-5.9,4.6,-1.3,0.0,508891,547349,0,0,0,0
481,Ziaire Williams,SF,21,MEM,16.2,2.3,5.6,.411,0.7,2.8,.250,1.6,2.8,.568,.473,0.5,0.5,1.000,0.4,2.7,3.1,1.1,0.5,0.2,1.4,2.0,5.8,6.6,.499,.493,.096,2.5,17.1,9.9,8.8,1.4,0.9,19.1,18.3,-0.3,0.3,0.0,.003,-5.9,-0.3,-6.2,-0.2,4591680,4810200,6133005,8353152,0,0
482,Zion Williamson,PF,22,NOP,33.0,9.8,16.2,.608,0.2,0.7,.368,9.6,15.5,.618,.615,6.1,8.6,.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,25.5,.652,.041,.529,6.8,16.8,11.8,24.2,1.6,1.6,14.6,29.8,2.7,1.2,3.9,.196,5.0,0.8,5.9,1.9,13534817,33500000,36180000,38860000,41540000,44220000
483,Justise Winslow,SF,26,POR,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,9.5,.466,.227,.141,7.3,13.9,10.6,17.4,1.9,1.2,17.0,14.2,0.0,0.8,0.8,.051,-3.4,0.9,-2.4,-0.1,4097561,0,0,0,0,0
484,James Wiseman,C,21,GSW,12.7,2.8,4.6,.609,0.1,0.1,.500,2.7,4.5,.612,.615,1.2,1.8,.657,0.9,2.7,3.6,0.7,0.1,0.4,0.7,1.9,6.8,16.5,.635,.023,.402,8.3,23.0,15.7,8.8,0.4,2.6,12.0,20.3,0.4,0.3,0.6,.128,-1.8,-0.8,-2.6,0.0,9603360,12119440,15815870,0,0,0
485,Christian Wood,PF,27,DAL,28.1,6.7,12.2,.545,1.8,4.6,.399,4.8,7.7,.632,.620,3.0,4.2,.723,1.4,6.8,8.2,1.6,0.5,1.1,2.1,2.8,18.2,21.3,.646,.373,.343,5.8,28.7,17.1,9.8,0.8,3.7,13.2,26.2,1.8,1.4,3.2,.145,2.4,-0.3,2.1,1.1,14317459,0,0,0,0,0
486,Delon Wright,PG,30,WAS,19.2,1.9,4.9,.389,0.5,2.4,.231,1.4,2.5,.536,.444,1.2,1.5,.813,0.6,1.6,2.3,3.4,2.2,0.4,0.6,1.0,5.5,16.7,.500,.481,.296,3.8,9.2,6.6,22.9,5.5,1.6,10.3,14.0,0.2,0.4,0.6,.141,0.0,5.5,5.5,0.4,7804878,8195122,0,0,0,0
487,McKinley Wright IV,PG,24,DAL,10.4,0.7,1.8,.400,0.0,0.4,.000,0.7,1.5,.500,.400,0.4,0.5,.667,0.4,0.7,1.1,1.1,0.6,0.1,0.7,1.2,1.8,6.1,.442,.200,.300,4.1,8.3,6.2,14.4,3.1,0.8,26.1,12.2,-0.1,0.1,0.0,.001,-6.3,0.4,-5.9,-0.1,508891,1761752,0,0,0,0
488,Thaddeus Young,PF,34,TOR,16.5,2.2,4.0,.543,0.1,0.7,.174,2.1,3.3,.615,.557,0.4,0.5,.737,1.6,2.0,3.6,1.6,1.1,0.1,0.7,1.8,4.9,14.9,.573,.164,.136,10.3,14.5,12.3,14.0,3.2,0.7,14.9,12.8,0.8,0.7,1.5,.123,-1.0,1.4,0.4,0.3,8000000,8000000,0,0,0,0
489,Trae Young,PG,24,ATL,35.6,8.8,20.8,.422,2.2,7.1,.314,6.5,13.7,.478,.475,7.8,8.7,.891,0.7,2.2,2.9,9.8,0.8,0.1,3.9,1.6,27.5,21.8,.559,.341,.419,2.1,6.7,4.4,42.4,1.1,0.3,13.7,33.7,2.4,0.7,3.1,.117,5.1,-2.2,2.9,1.6,37096500,40064220,43031940,45999660,48967380,0
490,Ivica Zubac,C,25,LAC,29.5,4.0,6.4,.625,0.0,0.1,.000,4.0,6.4,.630,.625,2.3,3.3,.695,3.4,7.2,10.6,1.1,0.4,1.4,2.0,3.0,10.3,15.7,.655,.008,.512,12.9,26.4,19.7,5.2,0.6,4.0,20.3,14.5,1.5,1.8,3.3,.136,-1.9,0.5,-1.4,0.2,10123457,10933333,11743210,0,0,0
